pdf_letter_section,pdf_source_order,pdf_business_name,pdf_original_summary,pdf_source_directory_url,added_enrichment_label,enrichment_confidence,added_enrichment_note,enriched_business_name,enriched_official_website,enriched_chamber_profile_url,enriched_phone,enriched_email,enriched_address,enriched_city,enriched_state,enriched_zip,enriched_business_category,enriched_verified_summary,added_enrichment_sources
H,25,Hixson Autoplex,"Automotive sales, repair, parts, tires, trucking, or vehicle service business.",https://events.allianceswla.org/list/searchalpha/h,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
H,26,Hixson Funeral Home,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/h,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
H,27,Hobgood Energy,"Energy, petrochemical, industrial, or natural gas/LNG-related business.",https://events.allianceswla.org/list/searchalpha/h,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
H,28,Holiday Inn Express,"Hotel, lodging, casino, or hospitality business.",https://events.allianceswla.org/list/searchalpha/h,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
H,29,Holcim US,Cement and construction materials manufacturer.,https://events.allianceswla.org/list/searchalpha/h,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
H,30,Home Builders Association of SWLA,"Construction, contractor, building trades, or home improvement services.",https://events.allianceswla.org/list/searchalpha/h,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
H,31,Home Furniture Plus Bedding,"Technology, telecom, IT, office systems, or business equipment services.",https://events.allianceswla.org/list/searchalpha/h,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
H,32,Home Instead Senior Care,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/h,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
H,33,Home2 Suites,"Hotel, lodging, casino, or hospitality business.",https://events.allianceswla.org/list/searchalpha/h,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
H,34,Horizon Wealth Advisors,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/h,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
H,35,Horseshoe Lake Charles,"Hotel, lodging, casino, or hospitality business.",https://events.allianceswla.org/list/searchalpha/h,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
H,36,Hospice of Southwest Louisiana,"Healthcare, medical, pharmacy, therapy, or wellness services.",https://events.allianceswla.org/list/searchalpha/h,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
H,37,HR One,"Payroll, accounting, bookkeeping, and human resources service provider.",https://events.allianceswla.org/list/searchalpha/h,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
H,38,Hunt Guillot & Associates,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/h,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
H,39,Hurricane Off-Road,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/h,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
I,1,Indorama Ventures,"Automotive sales, repair, parts, tires, trucking, or vehicle service business.",https://events.allianceswla.org/list/searchalpha/i,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
I,2,IberiaBank/First Horizon,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/i,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
I,3,Imperial Calcasieu Museum,"Entertainment, recreation, events, tourism, or venue services.",https://events.allianceswla.org/list/searchalpha/i,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
I,4,Imperial Health,"Healthcare, medical, pharmacy, therapy, or wellness services.",https://events.allianceswla.org/list/searchalpha/i,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
I,5,Image360,"Signage, graphics, and visual communications provider.",https://events.allianceswla.org/list/searchalpha/i,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
I,6,Immaculate Conception Cathedral School,"Education, training, library, school, or workforce-development organization.",https://events.allianceswla.org/list/searchalpha/i,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
I,7,Impact Lake Charles,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/i,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
I,8,Industrial Specialty Contractors,"Construction, contractor, building trades, or home improvement services.",https://events.allianceswla.org/list/searchalpha/i,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
I,9,Infuse Medical Spa,"Healthcare, medical, pharmacy, therapy, or wellness services.",https://events.allianceswla.org/list/searchalpha/i,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
I,10,Innovative Air Solutions,HVAC and air-service provider.,https://events.allianceswla.org/list/searchalpha/i,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
I,11,Integrated Logistical Support,"Government, public-sector, or civic office/entity.",https://events.allianceswla.org/list/searchalpha/i,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
I,12,Interface Consulting,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/i,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
I,13,International Brotherhood of Electrical Workers,"Construction, contractor, building trades, or home improvement services.",https://events.allianceswla.org/list/searchalpha/i,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
I,14,International Paper,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/i,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
I,15,Interstate Batteries,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/i,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
I,16,Investar Bank,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/i,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
I,17,Iowa Chamber of Commerce,"Nonprofit, civic, trade association, or community organization.",https://events.allianceswla.org/list/searchalpha/i,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
I,18,Iowa Police Jury,"Government, public-sector, or civic office/entity.",https://events.allianceswla.org/list/searchalpha/i,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
I,19,Iowa Rabbit Festival,"Technology, telecom, IT, office systems, or business equipment services.",https://events.allianceswla.org/list/searchalpha/i,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
I,20,Iron Horse Financial,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/i,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
I,21,Isle of Capri/Horseshoe,"Hotel, lodging, casino, or hospitality business.",https://events.allianceswla.org/list/searchalpha/i,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
I,22,ITA Truck Sales & Service,"Automotive sales, repair, parts, tires, trucking, or vehicle service business.",https://events.allianceswla.org/list/searchalpha/i,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
I,23,ITS,"Technology, telecom, IT, office systems, or business equipment services.",https://events.allianceswla.org/list/searchalpha/i,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,1,JD Bank,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,2,"J&J Exterminating Company, Inc.",Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,3,"J. Reeves Development, LLC","Real estate, property management, development, title, or housing-related services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,4,"Jack G.Wheeler Law, LLC-LL.M. in Taxation",Legal services/law firm.,https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,5,Jani-King of Lake Charles,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,6,Janitoral Queens,"Technology, telecom, IT, office systems, or business equipment services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,7,Jason's Deli,"Restaurant, food service, catering, grocery, or beverage business.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,8,JD Bank- Morganfield,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,9,JD Bank-Carlyss,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,10,JD Bank-Eunice,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,11,JD Bank-Iowa,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,12,JD Bank-Jennings,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,13,JD Bank-Jennings,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,14,JD Bank-Jennings,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,15,JD Bank-Kinder,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,16,JD Bank-Lafayette,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,17,JD Bank-Lake Arthur,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,18,JD Bank-Lake Charles,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,19,JD Bank-Lake Charles,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,20,JD Bank-Lake Charles,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,21,JD Bank-Lake Charles,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,22,JD Bank-Lake Charles,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,23,JD Bank-Mamou,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,24,JD Bank-Moss Bluff,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,25,JD Bank-New Iberia,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,26,JD Bank-Opelousas,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,27,JD Bank-Sulphur,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,28,JD Bank-Ville Platte,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,29,JD Bank-Welsh,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,30,JD Bank-Westlake,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,31,Jeff Davis Chamber Of Commerce,"Nonprofit, civic, trade association, or community organization.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,32,Jeff Davis Electric Co-op,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,33,Jeff Davis Parish Economic Development,"Government, public-sector, or civic office/entity.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,34,Jeff Davis Parish Police Jury,"Government, public-sector, or civic office/entity.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,35,Jeff Davis Parish School Board,"Education, training, library, school, or workforce-development organization.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,36,"Jeff Peterson & Assoc, LLC","Pet, animal care, veterinary, or boarding services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,37,"Jerry's Machine & Fabrication, Inc.",Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,38,"JLH Financial Coaching, LLC",Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,39,John Fear Agency-Allstate Insurance,"Insurance, benefits, or risk-management services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,40,Johnson Funeral Home,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,41,Johnson Funeral Home-Moss Bluff,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,42,Joint Replacement Center of Louisiana,"Entertainment, recreation, events, tourism, or venue services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,43,"Jones, Tete, Fonti & Belfour, L.L.P.",Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,44,Joseph's Electrical Center,"Construction, contractor, building trades, or home improvement services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,45,JRH Construction,"Construction, contractor, building trades, or home improvement services.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,46,Judson Law Firm,Legal services/law firm.,https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,47,"Junior League of Lake Charles, Inc.","Nonprofit, civic, trade association, or community organization.",https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
J,48,JWADE ENTERPRISES LLC,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/j,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
K,1,K&M Project Services,"Nonprofit, civic, trade association, or community organization.",https://events.allianceswla.org/list/searchalpha/k,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
K,2,Kade Daniel Law,Legal services/law firm.,https://events.allianceswla.org/list/searchalpha/k,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
K,3,Kagan Law Firm,Legal services/law firm.,https://events.allianceswla.org/list/searchalpha/k,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
K,4,KPLC-TV,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/k,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
K,5,Karam Tree Service,"Automotive sales, repair, parts, tires, trucking, or vehicle service business.",https://events.allianceswla.org/list/searchalpha/k,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
K,6,Keller Williams Realty Lake Charles,"Real estate, property management, development, title, or housing-related services.",https://events.allianceswla.org/list/searchalpha/k,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
K,7,Kenny Fuselier & Co.,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/k,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
K,8,Keystone Engineering,"Engineering, architecture, consulting, surveying, or environmental services.",https://events.allianceswla.org/list/searchalpha/k,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
K,9,Kinder Chamber of Commerce,"Nonprofit, civic, trade association, or community organization.",https://events.allianceswla.org/list/searchalpha/k,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
K,10,King Architects,"Engineering, architecture, consulting, surveying, or environmental services.",https://events.allianceswla.org/list/searchalpha/k,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
K,11,Kinetix Solutions,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/k,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
K,12,Kona Ice,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/k,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
K,13,Kona Ice of Lake Charles,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/k,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
K,14,Kroger,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/k,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
K,15,Kum & Go,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/k,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
K,16,KVHP Fox 29,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/k,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
K,17,KVVP/KROK/KUMX Radio,"Advertising, marketing, media, printing, signage, or creative services.",https://events.allianceswla.org/list/searchalpha/k,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
K,18,KZWA Radio,"Advertising, marketing, media, printing, signage, or creative services.",https://events.allianceswla.org/list/searchalpha/k,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
K,19,Keller Williams Realty,"Real estate, property management, development, title, or housing-related services.",https://events.allianceswla.org/list/searchalpha/k,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
K,20,Kumar Property Holdings,"Real estate, property management, development, title, or housing-related services.",https://events.allianceswla.org/list/searchalpha/k,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,1,Lake Charles Memorial For Women,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,2,Lake Charles Memorial Health System,"Healthcare, medical, pharmacy, therapy, or wellness services.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,3,Landlocked Aviation,"Security, safety, surveillance, or compliance-related services.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,4,L'Auberge Casino Resort,"Hotel, lodging, casino, or hospitality business.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,5,Lotte Chemical,"Energy, petrochemical, industrial, or natural gas/LNG-related business.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,6,Louisiana Radio Communications,"Advertising, marketing, media, printing, signage, or creative services.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,7,L&T Health Systems,"Healthcare, medical, pharmacy, therapy, or wellness services.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,8,LA Executive Builders,"Construction, contractor, building trades, or home improvement services.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,9,LA Land and Title,"Real estate, property management, development, title, or housing-related services.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,10,LA Manufactured Homes,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,11,La Truffe Sauvage,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,12,Lacassane Company,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,13,Lafayette Process Servers,"Entertainment, recreation, events, tourism, or venue services.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,14,Lake Area Industry Alliance,"Nonprofit, civic, trade association, or community organization.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,15,Lake Area Marine,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,16,Lake Area Prosthetics & Orthotics,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,17,Lake Arthur Butane,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/l,Enriched,High,Already enriched in the prior consolidated file; retained.,Lake Arthur Butane,https://swlapropane.com/,https://events.allianceswla.org/list/member/lake-arthur-butane-company-295,337-439-4051,nelda@lakearthurbutane.com,2329 E McNeese St,Lake Charles,LA,70607,Propane Distributor,Lake Arthur Butane & Propane Co. is a dependable propane delivery and services company that has been serving the Lake Arthur and Lake Charles regions of Louisiana for over 75 years.,
L,18,Lake Charles Anesthesiology,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,19,Lake Charles Care Center,"Entertainment, recreation, events, tourism, or venue services.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
